Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Low stock level;Send email when quantity is below this level;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URLs (x,y,z...);Image alt texts (x,y,z...);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
345;2496;Rozmiar:select:0;30x40 cm:0;alphabet-d-plakat-30x40-cm;alphabet-d-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2496_2.jpg;Alphabet D Plakat / Plakaty dla dzieci w Desenio AB (2496);0;0;0;0
346;2499;Rozmiar:select:0;21x30 cm:0;alphabet-g-plakat-21x30-cm;alphabet-g-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2499_2.jpg;Alphabet G Plakat / Plakaty dla dzieci w Desenio AB (2499);0;0;0;0
346;2499;Rozmiar:select:0;30x40 cm:0;alphabet-g-plakat-30x40-cm;alphabet-g-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2499_2.jpg;Alphabet G Plakat / Plakaty dla dzieci w Desenio AB (2499);0;0;0;0
347;2172;Rozmiar:select:0;30x40 cm:0;fashion-a-plakat-30x40-cm;fashion-a-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2172_2.jpg;Fashion - A Plakat / Plakaty z napisami w Desenio AB (2172);0;0;0;0
347;2172;Rozmiar:select:0;50x70 cm:0;fashion-a-plakat-50x70-cm;fashion-a-plakat-50x70-cm;;;;40.650406;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2172_2.jpg;Fashion - A Plakat / Plakaty z napisami w Desenio AB (2172);0;0;0;0
348;2502;Rozmiar:select:0;21x30 cm:0;alphabet-j-plakat-21x30-cm;alphabet-j-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2502_2.jpg;Alphabet J Plakat / Plakaty dla dzieci w Desenio AB (2502);0;0;0;0
348;2502;Rozmiar:select:0;30x40 cm:0;alphabet-j-plakat-30x40-cm;alphabet-j-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2502_2.jpg;Alphabet J Plakat / Plakaty dla dzieci w Desenio AB (2502);0;0;0;0
349;2617;Rozmiar:select:0;30x40 cm:0;letter-d-plakat-30x40-cm;letter-d-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2617_2.jpg;Letter D Plakat / Plakaty z napisami w Desenio AB (2617);0;0;0;0
349;2617;Rozmiar:select:0;50x70 cm:0;letter-d-plakat-50x70-cm;letter-d-plakat-50x70-cm;;;;32.520325;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2617_2.jpg;Letter D Plakat / Plakaty z napisami w Desenio AB (2617);0;0;0;0
350;2631;Rozmiar:select:0;30x40 cm:0;letter-r-plakat-30x40-cm;letter-r-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2631_2.jpg;Letter R Plakat / Plakaty z napisami w Desenio AB (2631);0;0;0;0
